tweet_id,author_id,tweet_by,tweet_by_verified,user_location,text,clean_tweet,adjectives,sentiment_text,created_at,source,retweets,replies,likes,quote_count,hastags,mentions,subjectivity,polarity,sentiment
1504608485106888711,1403157601211359235,FirdoseM,True,,What will happen to #IPL once #MSDhoni #ViratKohli #RohithSharma retires from 🏏? #IPL2022,happen,,happen,2022-03-17 23:59:51+00:00,Twitter for iPhone,0,0,0,0,"['IPL', 'MSDhoni', 'ViratKohli', 'RohithSharma', 'IPL2022']",[],0.0,0.0,Neutral
1504608441117167621,973385868202389504,mufaddal_vohra,False,,IPL 2022: Rajasthan Royals Unveil New Jersey In Fun Video Featuring Red Bull Stuntman | WATCH https://t.co/blvU3tMgVL,unveil new jersey fun video red bull watch,unveil new red,unveil new jersey fun video red bull watch,2022-03-17 23:59:41+00:00,WordPress.com,0,0,0,0,[],[],0.21818181818181817,0.14545454545454545,Positive
1504608013780680705,1406809370738925573,Sundarwashi5,True,"Chennai, India ","""The main lesson to learn is that South African players will likely always choose the IPL, and South Africans have to accept that, even if it makes them angry. ""

Brilliant article from @FirdoseM 

https://t.co/dCc85A32l6",main lesson learn south likely always choose south accept even brilliant article,main likely south brilliant,main lesson learn south likely always choose south accept even brilliant article,2022-03-17 23:57:59+00:00,Twitter Web App,0,1,2,0,[],['FirdoseM'],0.7777777777777777,0.35555555555555557,Positive
1504606386709274625,1482099420250312705,bhogleharsha,True,"Mumbai, India",Thinking about selling your home? Get your seller guide today and learn about the process of home selling! https://t.co/nRLxWckm1C https://t.co/MPCgANDwXM,thinking selling home get seller guide today learn process home selling,,thinking selling home get seller guide today learn process home selling,2022-03-17 23:51:31+00:00,Back At You,0,0,0,0,[],[],0.0,0.0,Neutral
1504606037508300801,26676235,DesignerAsh87,False,"Manchester, England","Thinking about selling your home? Get your seller guide today and learn about the process of home selling!

#AtHomeInCarlsbad
#CarlsbadRealtor https://t.co/IlhZFm6fRw https://t.co/UEIm8SMZKY",thinking selling home get seller guide today learn process home selling,,thinking selling home get seller guide today learn process home selling,2022-03-17 23:50:08+00:00,Back At You,0,0,0,0,"['AtHomeInCarlsbad', 'CarlsbadRealtor']",[],0.0,0.0,Neutral
1504605100249169927,305015557,ShuklaRajiv,True,New Delhi,@mufaddal_vohra Bro - Is @Sundarwashi5 fit for IPL since beginning?,fit since beginning,,fit since beginning,2022-03-17 23:46:24+00:00,Twitter for Android,0,0,0,0,[],"['mufaddal_vohra', 'Sundarwashi5']",0.4,0.4,Positive
1504603750714937344,328281762,ICC,True,Dubai,"@bhogleharsha When IPL grows out of control, change its name to ICC. Problem solved.",control change name problem,,control change name problem,2022-03-17 23:41:03+00:00,Twitter for iPhone,0,0,0,0,[],['bhogleharsha'],0.0,0.0,Neutral
1504602617988759561,439040339,TheRealPCB,True,,"IPL 2022: Ravichandran Ashwin and Yuzvendra Chahal in squad, Kumar Sangakkara confident of Rajasthan Royals turnaround https://t.co/QexFC7GvQv",squad confident turnaround,squad confident,squad confident turnaround,2022-03-17 23:36:32+00:00,WordPress.com,0,0,1,0,[],[],0.8333333333333334,0.5,Positive
1504602305299197958,43045840,ImranKhanPTI,True,Pakistan,"Thinking about selling your home? Get your seller guide today and learn about the process of home selling!

Mariella Walsworth
Realtor DRE# 01444479
Keller Williams East... https://t.co/KLKsWZXIiC https://t.co/4aVIYCFdXf",thinking selling home get seller guide today learn process home selling realtor east,,thinking selling home get seller guide today learn process home selling realtor east,2022-03-17 23:35:18+00:00,Back At You,0,0,0,0,[],[],0.0,0.0,Neutral
1504601404618510340,286395302,LoyalSachinFan,False,India,"@DesignerAsh87 exactly , was sniffing around the IPL franchise interested in the money generated would  not know a thing about cricket bit like football",exactly sniffing around franchise interested money would know thing cricket bit like football,interested,exactly sniffing around franchise interested money would know thing cricket bit like football,2022-03-17 23:31:43+00:00,Twitter for Android,0,0,1,0,[],['DesignerAsh87'],0.375,0.25,Positive
1504601123684220930,54182995,JofraArcher,True,Barbados/Hove,Gujarat IPL team promoters couldn’t find three people who could speak proper Gujarati?  https://t.co/aVUYPhGepy,team find people could speak proper,proper,team find people could speak proper,2022-03-17 23:30:36+00:00,Twitter for iPhone,0,1,3,0,[],[],0.1,0.0,Neutral
1504601101684850689,1888212090,TomboyAnarchy_,False,Woops my Anarchy Symbol! ,"Thinking about selling your home? Get your seller guide today and learn about the process of home selling!

Kathleen Rapoza
(951) 660-3779
KathleenRapoza@FirstTeam.com
https://t.co/noJ5T1WYaU https://t.co/TLZzHAjLyJ https://t.co/czaTk1ZgXw",thinking selling home get seller guide today learn process home selling,,thinking selling home get seller guide today learn process home selling,2022-03-17 23:30:31+00:00,Back At You,0,0,0,0,[],['FirstTeam'],0.0,0.0,Neutral
